user_id,movie_id,rating,timestamp,user_enc,movie_enc,user_bias,movie_bias,global_mean,baseline_pred
94,789,4,891720887,90,109,0.05119873292232382,0.1760791183018215,3.5318875,3.759165351224145
128,485,3,879966895,91,110,-0.06207296377200171,0.38949005057707364,3.5318875,3.8593045868050715
298,317,4,884182806,5,111,0.19237799992786053,0.49064951691019076,3.5318875,4.214915016838051
44,195,5,878347874,92,112,-0.11256512413914568,0.5405712953608406,3.5318875,3.9598936712216948
264,200,5,886122352,93,113,0.3932403911320324,0.37615197335424116,3.5318875,4.301279864486274
194,385,2,879524643,17,114,-0.6973396561234013,0.20108319526949944,3.5318875,3.035631039146098
72,195,5,880037702,53,112,-0.07204276657001436,0.5405712953608406,3.5318875,4.000416028790826
222,750,5,883815120,70,115,-0.40898012833115965,0.394615931358933,3.5318875,3.5175233030277733
250,264,3,878089182,82,116,0.1832016942828685,-0.5896932387369344,3.5318875,3.125395955545934
41,265,3,890687042,94,6,-0.1992067917023379,0.4294427027463356,3.5318875,3.762123411043998
224,245,3,888082216,14,117,-0.5221637687376266,-0.3245887321434056,3.5318875,2.6851349991189677
82,135,3,878769629,95,118,-0.551663981892174,0.5215412611695024,3.5318875,3.501764779277328
262,1147,4,879791710,96,119,-0.37288351629709066,0.18334140881257796,3.5318875,3.342345392515487
293,471,3,888904884,68,120,-0.5847054896919739,0.10989381655871172,3.5318875,3.057075826866738
216,658,3,880245029,81,121,0.05213345785201201,0.03602293834799857,3.5318875,3.62004389620001
250,140,3,878092059,82,122,0.1832016942828685,-0.20976160599877303,3.5318875,3.5053275882840955
59,23,5,888205300,52,94,0.22482431193196076,0.6709361791030354,3.5318875,4.427647991034996
286,379,5,877533771,11,123,0.17033725027667884,-0.2868520954313375,3.5318875,3.415372654845341
244,815,4,880605185,3,124,0.12238559571145015,-0.2234128058235829,3.5318875,3.4308602898878675
7,479,4,891352010,38,125,0.309369646691398,0.7256977547536428,3.5318875,4.56695490144504
174,368,1,886434402,97,126,0.12998866643903412,-1.1492042602704304,3.5318875,2.5126719061686034
87,274,4,879876734,54,17,0.2531618748348539,-0.014874559452758439,3.5318875,3.770174815382095
194,1211,2,879551380,17,127,-0.6973396561234013,0.04307054472523526,3.5318875,2.877618388601834
82,1134,2,884714402,95,128,-0.551663981892174,-0.040427938764130755,3.5318875,2.939795579343695
13,836,2,882139746,58,129,-0.4375627294007992,0.07808890351779371,3.5318875,3.1724136741169944
13,272,4,884538403,58,130,-0.4375627294007992,0.7939511911093264,3.5318875,3.888275961708527
244,756,2,880605157,3,131,0.12238559571145015,-0.5711122127395806,3.5318875,3.0831608829718697
305,427,5,886323090,8,66,-0.44564054961027644,0.8454755157464247,3.5318875,3.931722466136148
95,787,2,888954930,24,132,-0.18549100171099886,0.024236669519716342,3.5318875,3.3706331678087174
43,14,2,883955745,98,133,0.0702467944171417,0.46403379439892367,3.5318875,4.066168088816065
299,955,4,889502823,22,134,-0.2871892547071956,0.04799428798277454,3.5318875,3.292692533275579
57,419,3,883698454,61,135,0.06837020564718431,0.26138792238207065,3.5318875,3.861645628029255
84,405,3,883452363,99,136,0.27173494149515653,-0.11203744810504573,3.5318875,3.6915849933901104
269,504,4,891449922,100,137,-0.639645553648349,0.42727108583083384,3.5318875,3.3195130321824844
299,111,3,877878184,22,83,-0.2871892547071956,0.055924291170010985,3.5318875,3.3006225364628152
194,466,4,879525876,17,138,-0.6973396561234013,0.16502693254744621,3.5318875,2.9995747764240446
160,135,4,876860807,28,118,0.12432050180547052,0.5215412611695024,3.5318875,4.177749262974973
99,268,3,885678247,46,139,0.04823712514038259,0.29775168938828056,3.5318875,3.877876314528663
10,486,4,877886846,39,21,0.2788556405946327,0.3328857938042823,3.5318875,4.143628934398914
259,117,4,874724988,101,140,0.12970463036766672,0.2124890848893701,3.5318875,3.8740812152570365
85,427,3,879456350,102,66,-0.24464183240049414,0.8454755157464247,3.5318875,4.1327211833459305
303,919,4,879467295,15,63,-0.13135837184919685,0.29063610037673626,3.5318875,3.6911652285275394
213,273,5,878870987,103,141,0.36409219268198273,0.07594953710770314,3.5318875,3.9719292297896858
121,514,3,891387947,104,108,-0.21558808160231455,0.4337703437369124,3.5318875,3.7500697621345975
90,98,5,891383204,80,31,0.3674615720570132,0.8568756821540593,3.5318875,4.756224754211073
49,559,2,888067405,105,142,-0.8410236236026392,-0.16128406677585352,3.5318875,2.529579809621507
42,794,3,881108425,55,143,0.05241204211444325,0.15920249337700432,3.5318875,3.7435020354914474
155,323,2,879371261,106,144,-0.5308711414324302,-0.49354639396030103,3.5318875,2.5074699646072687
68,117,4,876973939,107,140,-0.47505094811998405,0.2124890848893701,3.5318875,3.269325636769386
172,177,4,875537965,108,145,-0.4432439591912904,0.3942461512294384,3.5318875,3.482889692038148
19,4,4,885412840,109,47,-0.11905827117643092,0.13993978563546255,3.5318875,3.5527690144590314
268,231,4,875744136,110,146,-0.5585631616884943,-0.610026723346969,3.5318875,2.363297614964537
5,2,3,875636053,111,147,-0.5193314820612294,-0.19631546220773882,3.5318875,2.8162405557310315
305,117,2,886324028,8,140,-0.44564054961027644,0.2124890848893701,3.5318875,3.2987360352790933
44,294,4,883612356,92,95,-0.11256512413914568,-0.26638071925376655,3.5318875,3.1529416566070876
43,137,4,875975656,98,148,0.0702467944171417,0.4342455982530697,3.5318875,4.036379892670212
279,1336,1,875298353,75,149,-0.19079196477847238,-0.7482651851508275,3.5318875,2.5928303500707
80,466,5,887401701,112,138,-0.027741554605824767,0.16502693254744621,3.5318875,3.6691728779416213
254,164,4,886472768,67,150,-0.43954959057569215,0.15954312380804517,3.5318875,3.251881033232353
298,281,3,884183336,5,151,0.19237799992786053,-0.2698087010338911,3.5318875,3.454456798893969
279,1240,1,892174404,75,152,-0.19079196477847238,0.28410150565581926,3.5318875,3.625197040877347
66,298,4,883601324,113,153,-0.009274307596924578,0.32513232087618915,3.5318875,3.8477455132792646
18,443,3,880130193,114,154,0.021678620678073312,0.3911019764036885,3.5318875,3.944668097081762
268,1035,2,875542174,110,155,-0.5585631616884943,-0.24109626258130074,3.5318875,2.732228075730205
99,79,4,885680138,46,156,0.04823712514038259,0.6151710284091467,3.5318875,4.195295653549529
13,98,4,881515011,58,31,-0.4375627294007992,0.8568756821540593,3.5318875,3.95120045275326
26,258,3,891347949,115,157,-0.48386781821135294,0.3541760825914241,3.5318875,3.402195764380071
7,455,4,891353086,38,158,0.309369646691398,-0.16010697196756826,3.5318875,3.6811501747238298
222,755,4,878183481,70,159,-0.40898012833115965,-0.11909125424563077,3.5318875,3.0038161174232094
200,673,5,884128554,12,160,0.5221378818771057,0.15209963196180332,3.5318875,4.206125013838909
119,328,4,876923913,20,98,0.3101825365575965,0.028396433031296124,3.5318875,3.870466469588892
213,172,5,878955442,103,161,0.36409219268198273,0.7506556906007973,3.5318875,4.64663538328278
276,322,3,874786392,37,51,-0.02580849793474075,-0.35615172798737776,3.5318875,3.1499272740778816
94,1217,3,891723086,90,162,0.05119873292232382,-0.29524272936472695,3.5318875,3.287843503557597
130,379,4,875801662,116,123,0.5375094647104208,-0.2868520954313375,3.5318875,3.7825448692790835
38,328,4,892428688,25,98,0.36240855308354203,0.028396433031296124,3.5318875,3.922692486114838
160,719,3,876857977,28,163,0.12432050180547052,-0.5775739138590958,3.5318875,3.0786340879463747
293,1267,3,888906966,68,164,-0.5847054896919739,-0.23782770660492314,3.5318875,2.709354303703103
26,930,2,891385985,115,165,-0.48386781821135294,-0.6609581801992694,3.5318875,2.3870615015893772
130,216,4,875216545,116,166,0.5375094647104208,0.45894388138140435,3.5318875,4.528340846091825
92,1079,3,886443455,65,167,-0.22571413419558878,-0.97515167775616,3.5318875,2.331021688048251
256,452,4,882164999,117,168,0.5535667962168922,-0.552349943500594,3.5318875,3.533104352716298
1,61,4,878542420,118,169,-0.07449090643596352,0.41245479035509525,3.5318875,3.8698513839191317
72,48,4,880036718,53,170,-0.07204276657001436,0.6294006860519664,3.5318875,4.089245419481952
56,755,3,892910207,119,159,0.06962068285666871,-0.11909125424563077,3.5318875,3.4824169286110376
13,360,4,882140926,58,171,-0.4375627294007992,-0.02451397947361863,3.5318875,3.0698107911255823
15,405,2,879455957,120,136,-0.5788254087534556,-0.11203744810504573,3.5318875,2.8410246431414983
92,77,3,875654637,65,172,-0.22571413419558878,-0.12816264051996776,3.5318875,3.178010725284443
207,476,2,884386343,121,173,-0.41840062865404226,-0.39166565266343983,3.5318875,2.7218212186825177
292,174,5,881105481,56,101,0.3478255203590064,0.8018188730868785,3.5318875,4.681531893445885
232,483,5,888549622,122,174,-0.02887711147143338,1.0056034686062851,3.5318875,4.5086138571348515
251,748,2,886272175,48,175,0.060983161476688454,-0.3241437304397951,3.5318875,3.268726931036893
224,26,3,888104153,14,64,-0.5221637687376266,0.015201338260884463,3.5318875,3.024925069523258
181,220,4,878962392,35,176,-1.8211097523776183,-0.05458497842563919,3.5318875,1.6561927691967424
259,255,4,874724710,101,177,0.12970463036766672,-0.08971005972814242,3.5318875,3.571882070639524
305,471,4,886323648,8,120,-0.44564054961027644,0.10989381655871172,3.5318875,3.196140766948435
52,280,3,882922806,123,178,0.4228098938874247,-0.20129758321799218,3.5318875,3.753399810669432
161,202,5,891170769,124,179,-1.1024919298912255,0.27869156349103635,3.5318875,2.7080871335998107
148,408,5,877399018,125,180,0.008963641414775951,1.001537999232236,3.5318875,4.542389140647012
125,235,2,892838559,126,181,-0.09436147758336401,-0.4893242466711126,3.5318875,2.948201775745523
97,228,5,884238860,33,182,0.21883516522508026,0.36402467829298796,3.5318875,4.114747343518068
58,1098,4,884304936,88,183,-0.040695968243612726,0.1880969651357289,3.5318875,3.679288496892116
83,234,4,887665548,127,29,0.04184620896552143,0.34386270173235756,3.5318875,3.917596410697879
90,347,4,891383319,80,184,0.3674615720570132,0.05303013151317278,3.5318875,3.952379203570186
272,178,5,879455113,128,185,0.20561167993177268,0.8449722093526547,3.5318875,4.582471389284428
194,181,3,879521396,17,52,-0.6973396561234013,0.5527423070306685,3.5318875,3.3872901509072673
125,478,4,879454628,126,186,-0.09436147758336401,0.621475547104965,3.5318875,4.059001569521601
110,688,1,886987605,87,187,-0.34740303976713993,-1.1581772992080646,3.5318875,2.0263071610247954
299,14,4,877877775,22,133,-0.2871892547071956,0.46403379439892367,3.5318875,3.708732039691728
151,10,5,879524921,129,188,0.22788144446370479,0.4455224635228234,3.5318875,4.205291407986528
269,127,4,891446165,100,189,-0.639645553648349,0.8110143297851786,3.5318875,3.7032562761368295
6,14,5,883599249,9,133,-0.278434447134257,0.46403379439892367,3.5318875,3.7174868472646665
54,106,3,880937882,130,190,0.19712320503277972,-0.4715393058646832,3.5318875,3.257471399168096
303,69,5,879467542,15,191,-0.13135837184919685,0.406476295243238,3.5318875,3.807005423394041
16,944,1,877727122,131,192,0.41909782242706234,-0.3197478382447648,3.5318875,3.6312374841822974
301,790,4,882078621,30,193,-0.09806097926793067,-0.44641989734562076,3.5318875,2.9874066233864487
276,1091,3,874793035,37,194,-0.02580849793474075,-0.5547819007269243,3.5318875,2.951297101338335
305,214,2,886323068,8,195,-0.44564054961027644,-0.10692063595870703,3.5318875,2.9793263144310163
194,1028,2,879541148,17,196,-0.6973396561234013,-0.3553034914496746,3.5318875,2.479244352426924
91,323,2,891438397,132,144,0.031853436337307035,-0.49354639396030103,3.5318875,3.070194542377006
87,554,4,879875940,54,197,0.2531618748348539,-0.512193777357606,3.5318875,3.272855597477248
294,109,4,877819599,133,198,0.08644466814487607,0.026145195527128833,3.5318875,3.6444773636720047
286,171,4,877531791,11,199,0.17033725027667884,0.44460381154186207,3.5318875,4.146828561818541
200,318,5,884128458,12,200,0.5221378818771057,1.013085090433691,3.5318875,5.067110472310796
229,328,1,891632142,134,98,-0.4780664953114972,0.028396433031296124,3.5318875,3.0822174377197986
178,568,4,882826555,47,201,0.045251253034984305,0.22785197718224579,3.5318875,3.80499073021723
303,842,2,879484804,15,202,-0.13135837184919685,-0.25355258166141464,3.5318875,3.1469765464893884
62,65,4,879374686,10,203,-0.3857488769884225,0.10638135536096913,3.5318875,3.2525199783725465
207,591,3,876018608,121,204,-0.41840062865404226,0.1720774811840947,3.5318875,3.285564352530052
92,172,4,875653271,65,161,-0.22571413419558878,0.7506556906007973,3.5318875,4.056829056405208
301,401,4,882078040,30,205,-0.09806097926793067,-0.5998200548841124,3.5318875,2.834006465847957
36,339,5,882157581,135,206,0.32097854214296667,-0.251190942875061,3.5318875,3.6016750992679056
70,746,3,884150257,136,207,-0.1778402136034504,0.2857129557111662,3.5318875,3.639760242107716
63,242,3,875747190,27,0,-0.41620814820239505,0.5443403768450954,3.5318875,3.6600197286427
28,201,3,881961671,77,44,-0.007758413292295052,0.05704771785592628,3.5318875,3.581176804563631
279,68,4,875307407,75,208,-0.19079196477847238,0.05058046576522289,3.5318875,3.3916760009867506
250,7,4,878089716,82,209,0.1832016942828685,0.3458706629993855,3.5318875,4.060959857282254
14,98,3,890881335,137,31,0.18129566413825932,0.8568756821540593,3.5318875,4.570058846292318
299,1018,3,889502324,22,210,-0.2871892547071956,-0.07615204237522281,3.5318875,3.1685462029175815
194,54,3,879525876,17,79,-0.6973396561234013,-0.13430363531846176,3.5318875,2.7002442085581366
303,815,3,879485532,15,124,-0.13135837184919685,-0.2234128058235829,3.5318875,3.1771163223272203
119,237,5,874775038,20,77,0.3101825365575965,0.18957044462184355,3.5318875,4.03164048117944
295,218,5,879966498,138,211,0.5382749864263259,0.077239889609939,3.5318875,4.147402376036265
268,930,2,875742942,110,165,-0.5585631616884943,-0.6609581801992694,3.5318875,2.312366158112236
268,2,2,875744173,110,147,-0.5585631616884943,-0.19631546220773882,3.5318875,2.777008876103767
66,258,4,883601089,113,157,-0.009274307596924578,0.3541760825914241,3.5318875,3.8767892749944997
233,202,5,879394264,139,179,0.3719979202202641,0.27869156349103635,3.5318875,4.1825769837113
83,623,4,880308578,127,212,0.04184620896552143,-0.38267621262982066,3.5318875,3.1910574963357003
214,334,3,891542540,140,213,-0.015293184914361426,-0.12916814236424307,3.5318875,3.3874261727213955
192,476,2,881368243,141,173,-0.07057783473385683,-0.39166565266343983,3.5318875,3.069644012602703
100,344,4,891374868,142,214,-0.4288487872197119,0.3075606243352061,3.5318875,3.410599337115494
268,145,1,875744501,110,215,-0.5585631616884943,-0.7192737696860501,3.5318875,2.2540505686254555
301,56,4,882076587,30,216,-0.09806097926793067,0.6155596939219172,3.5318875,4.049386214653986
307,89,5,879283786,143,217,0.012393099926317631,0.7025867663945552,3.5318875,4.246867366320873
234,141,3,892334609,19,218,-0.6239583653624939,0.07288232111821857,3.5318875,2.9808114557557244
83,576,4,880308755,127,219,0.04184620896552143,-0.31099024664280434,3.5318875,3.262743462322717
181,264,2,878961624,35,116,-1.8211097523776183,-0.5896932387369344,3.5318875,1.1210845088854473
297,133,4,875240090,144,220,-0.28577157230804995,0.3881943953160688,3.5318875,3.6343103230080187
38,153,5,892430369,25,221,0.36240855308354203,0.34531845673982553,3.5318875,4.239614509823367
7,382,4,891352093,38,92,0.309369646691398,0.17503266906527812,3.5318875,4.016289815756676
264,813,4,886122952,93,222,0.3932403911320324,0.4733562485705827,3.5318875,4.3984841397026155
181,872,1,878961814,35,223,-1.8211097523776183,-0.32195315543752095,3.5318875,1.3888245921848605
201,146,1,884140579,41,224,-0.5950886182145313,-0.31814407181867166,3.5318875,2.618654809966797
85,507,4,879456199,102,225,-0.24464183240049414,0.37294583827376704,3.5318875,3.660191505873273
269,367,3,891450023,100,226,-0.639645553648349,0.10807788941862422,3.5318875,3.000319835770275
59,468,3,888205855,52,227,0.22482431193196076,-0.10828353900225222,3.5318875,3.648428272929708
286,143,4,889651549,11,56,0.17033725027667884,0.2562192937571917,3.5318875,3.9584440440338704
193,96,1,889124507,145,102,-0.2719673908846365,0.5579773976751236,3.5318875,3.817897506790487
113,595,5,875936424,146,228,0.26653765681482605,-0.3717017338907183,3.5318875,3.4267234229241077
292,11,5,881104093,56,229,0.3478255203590064,0.3713995365326966,3.5318875,4.2511125568917025
130,1014,3,876250718,116,11,0.5375094647104208,-0.2755278302662207,3.5318875,3.7938691344442006
275,98,4,875155140,147,31,-0.4906862096455182,0.8568756821540593,3.5318875,3.898076972508541
189,520,5,893265380,63,230,0.16496627571801023,0.6912043948228795,3.5318875,4.38805817054089
